scenario,code,horizon,calendar_horizon,completed,last_year,status,max_inflation,peak_mvi,peak_mvi_year,mean_tax_gdp,max_accounting_error,max_equity_error,real_gdp,nominal_gdp,inflation,usownership_share,mvi_gdp,tax_gdp,gini_wealth,gini_income,top10_wealth,top1_wealth,median_income,median_use_dividend,fiscal_issuance_gdp,net_seigniorage_gdp,burn_gdp,money_gdp,velocity,coverage_shortfall,labour_share,ordinary_discounted_dividends
slow,B8,10,2037,True,10,ok,0.119020686597,0.100079224329,3,0.263758723638,2.78391779185e-16,1.33226762955e-15,1.17585484647,1.53081833746,0.119020686597,0,0.0728091742832,0.228914253966,0.745289824794,0.377239870409,0.664448863986,0.228953239636,0.541580908651,0,0.0404953966403,0.0223145246318,0.0181808720085,0.580177640427,1.72361002962,0.00505944737879,0.567067687542,1.90733221725
slow,B8,25,2052,True,25,ok,0.123959568349,0.135833714649,17,0.287368056712,2.78391779185e-16,1.33226762955e-15,1.54001738747,2.18437757877,0.0319932721188,0,0.096837334188,0.266294766542,0.730815172285,0.37899705991,0.650703533169,0.223213547752,0.684752124575,0,0.043722251994,0.0281633086493,0.0155589433447,0.732246024882,1.36566122044,0.00425782976443,0.523486082948,4.56011971197
slow,B8,50,2077,True,50,ok,0.149553724302,0.173469560157,36,0.302437724125,4.30954234571e-16,1.55431223448e-15,2.66483905291,8.37205925729,0.132370951305,0.0276824415558,0.114869327621,0.270951597341,0.742637978062,0.425113339175,0.666955955184,0.230747568338,1.06855581975,0.0272318152416,0.038200354491,0.0195890138703,0.0186113406207,0.509314360628,1.96342392303,0.00466339616181,0.388747080155,9.55953268859
slow,B8,100,2127,True,100,ok,0.160167598879,0.189332470219,56,0.316154751161,4.30954234571e-16,1.7763568394e-15,6.25072424601,45.5201117542,-0.02,0.331903356101,0.119209857809,0.330939165313,0.552315122207,0.356818606753,0.505582268309,0.166761112507,2.52856792295,0.944585433797,0.0384633664041,0.0256040409247,0.0128593254794,0.665705064042,1.50216673121,0.00454169412825,0.30003873165,18.034149563
slow,B9,10,2037,False,5,nominal_collapse,7580.28370909,0.00778001595659,1,0,1.90047440535e-16,1.33226762955e-15,,,,,,,,,,,,,,,,,,,,
slow,B9,25,2052,False,5,nominal_collapse,7580.28370909,0.00778001595659,1,0,1.90047440535e-16,1.33226762955e-15,,,,,,,,,,,,,,,,,,,,
slow,B9,50,2077,False,5,nominal_collapse,7580.28370909,0.00778001595659,1,0,1.90047440535e-16,1.33226762955e-15,,,,,,,,,,,,,,,,,,,,
slow,B9,100,2127,False,5,nominal_collapse,7580.28370909,0.00778001595659,1,0,1.90047440535e-16,1.33226762955e-15,,,,,,,,,,,,,,,,,,,,
medium,B0,10,2037,True,10,ok,0.0202706442223,0.0185348091441,1,0.196798668633,2.7555862014e-16,1.33226762955e-15,1.31261529573,1.42734885927,0.0202706442223,0,0.0182555447935,0.199146586188,0.73800035132,0.412175963783,0.656196890769,0.225169769385,0.515650540458,0,0.0347380186458,0.0347380186458,0,0.727619054324,1.37434553707,0.000370051653593,0.521733175164,2.18535190802
medium,B0,25,2052,True,25,ok,0.0213022866675,0.0390272878914,25,0.196869047477,3.42838138229e-16,1.33226762955e-15,2.69867098387,4.00975306855,0.0212865483476,0,0.0390272878914,0.205670853763,0.751914563166,0.487666468887,0.676131603622,0.234107928846,0.762332765199,0,0.0487710015244,0.0487710015244,0,0.700664418104,1.42721675907,0.000830756250576,0.326653912733,8.08434902307
medium,B0,50,2077,True,50,ok,0.0213022866675,0.0707360004124,50,0.218391514583,3.42838138229e-16,1.33226762955e-15,6.48099859857,16.0486126946,0.0201282358168,0,0.0707360004124,0.250118697084,0.768232421501,0.51243250778,0.697948029192,0.243997544477,1.61280626261,0,0.0362764648691,0.0362764648691,0,0.689709274806,1.44988625864,0.00142379089704,0.195167297723,26.7485955298
medium,B0,100,2127,True,100,ok,0.0213022866675,0.0743689275659,100,0.240285326817,3.68927321104e-16,1.33226762955e-15,18.1132884257,120.85868588,0.0200006724847,0,0.0743689275659,0.26490507979,0.774276113215,0.507325503574,0.703127793839,0.246056173913,4.5048288693,0,0.0251499800843,0.0251499800843,0,0.689331788073,1.45068023454,0.00148742856329,0.189045671081,62.1552738534
medium,B1,10,2037,True,10,ok,0.0200591497594,0,1,0.179173374247,3.01642049669e-16,1.33226762955e-15,1.31235290921,1.42052823179,0.0200591497594,0,0,0.180492972598,0.741081609587,0.45183030463,0.656516491404,0.225074276295,0.532190787331,0,0.035180794999,0.035180794999,0,0.740118142501,1.35113563981,0.0172407607001,0.521733175164,2.18292958672
medium,B1,25,2052,True,25,ok,0.0204188388669,0,1,0.172937555582,3.68379805203e-16,1.33226762955e-15,2.69843981483,3.95102732043,0.0202224223243,0,0,0.164999031484,0.761751523372,0.571125784977,0.679447395108,0.235016072385,0.81751773304,0,0.0506402204929,0.0506402204929,0,0.723135651214,1.38286640732,0.0353501794503,0.326653912733,8.08118570165
