sample,code,dilution_cap,liquidity_elasticity,money_gdp,income_floor,speed,midpoint,ai_gain,resource_growth,excluded_fraction,dilution_investment_penalty,terminal_year,calendar_terminal_year,status,sunset,price_band,mvi_gdp,gini_wealth,real_gdp,tax_gdp,usownership_share,coverage_shortfall,max_inflation,max_accounting_error
10,B6,0.032997749745,6.16280539336,0.243720423963,0.231785254403,0.158620232017,10.8650346993,0.642727557535,0.0180566208349,0.0913300430682,1.14999526738,50,2077,ok,False,True,0,0.495195916898,2.83525033624,0.202005714095,0.546133366664,0.0152212622101,0.0218818109601,4.32112699469e-16
11,B2,0.00997428717044,8.1923335344,0.888170478692,0.225287805397,0.192143219804,15.0002053736,1.33905858023,0.03805069601,0.231212689219,0.332541435497,50,2077,ok,False,True,0.158845916673,0.778756385424,7.49671221744,0.319084183036,0,0.00254489440804,0.0221504297061,5.56187448529e-16
11,B5,0.00997428717044,8.1923335344,0.888170478692,0.225287805397,0.192143219804,15.0002053736,1.33905858023,0.03805069601,0.231212689219,0.332541435497,50,2077,ok,False,True,0.160440439104,0.674833268863,7.49671221744,0.32103776434,0.203147586316,0.00248877733459,0.0219410492912,5.0413132531e-16
11,B6,0.00997428717044,8.1923335344,0.888170478692,0.225287805397,0.192143219804,15.0002053736,1.33905858023,0.03805069601,0.231212689219,0.332541435497,50,2077,ok,False,True,0.159040146014,0.681225420809,7.49671221744,0.310803629123,0.203147586316,0.00259554367559,0.0219974683149,5.83863744346e-16
12,B2,0.0238338572948,9.20405343658,0.696468837981,0.309787893724,0.296402804695,37.707230618,0.384111717199,0.0592228239906,0.0727202918086,1.78988265954,50,2077,ok,False,True,0.256387180082,0.770102102173,3.39543654943,0.436629653662,0,0.00225889373826,0.0228417968592,4.49397230225e-16
12,B5,0.0238338572948,9.20405343658,0.696468837981,0.309787893724,0.296402804695,37.707230618,0.384111717199,0.0592228239906,0.0727202918086,1.78988265954,50,2077,ok,False,True,0.219571944996,0.67661508854,3.2759029526,0.401965737583,0.161497459135,0.00404306385486,0.0219947017753,4.49397230225e-16
12,B6,0.0238338572948,9.20405343658,0.696468837981,0.309787893724,0.296402804695,37.707230618,0.384111717199,0.0592228239906,0.0727202918086,1.78988265954,50,2077,ok,False,True,0.217364364573,0.68542546767,3.27600146711,0.391762460781,0.161497459135,0.00423934440412,0.0220164182845,2.95070502295e-16
13,B2,0.0259901469617,4.63512848227,0.202273422376,0.189170613567,0.166411861125,25.3659190816,1.56886163463,0.0365997451097,0.1136495067,1.00169104611,50,2077,ok,False,True,0.122963017572,0.834964467478,7.00198157713,0.326156093645,0,0.00247703956821,0.0219334214467,4.24233465042e-16
13,B5,0.0259901469617,4.63512848227,0.202273422376,0.189170613567,0.166411861125,25.3659190816,1.56886163463,0.0365997451097,0.1136495067,1.00169104611,50,2077,ok,False,True,0.0592008374418,0.635945400545,7.00198157713,0.262016112065,0.317788043236,0.0078493672036,0.0215407295784,3.76962812695e-16
13,B6,0.0259901469617,4.63512848227,0.202273422376,0.189170613567,0.166411861125,25.3659190816,1.56886163463,0.0365997451097,0.1136495067,1.00169104611,50,2077,ok,False,True,0.0584645675899,0.636243836731,7.00198157713,0.258928619533,0.317788043236,0.00789225805306,0.0215405525986,4.3216791256e-16
14,B2,0.0210625182899,9.50666144919,0.800290515262,0.289210806515,0.14125415816,16.3806738515,1.1290062111,0.0143789782974,0.182206253802,1.99656687298,50,2077,ok,False,True,0.235330542328,0.779473313711,2.36777912488,0.421656002801,0,0.00224001914624,0.0217133487652,4.83466707518e-16
14,B5,0.0210625182899,9.50666144919,0.800290515262,0.289210806515,0.14125415816,16.3806738515,1.1290062111,0.0143789782974,0.182206253802,1.99656687298,50,2077,ok,False,True,0.234802313507,0.590277842176,2.36777912488,0.420064873772,0.343430417911,0.00225889462196,0.0215952566563,5.13189235472e-16
14,B6,0.0210625182899,9.50666144919,0.800290515262,0.289210806515,0.14125415816,16.3806738515,1.1290062111,0.0143789782974,0.182206253802,1.99656687298,50,2077,ok,False,True,0.233227216592,0.596689163641,2.36777912488,0.408040065765,0.343430417911,0.00244991690584,0.0217252256541,5.03052877171e-16
15,B2,0.0139563916512,5.07830009343,0.591396330487,0.191660627778,0.249503945314,27.0157404272,0.515796513403,0.0335375925921,0.191334793149,1.22225079827,50,2077,ok,False,True,0.124732135695,0.807271274457,4.24842261302,0.312327404488,0,0.00251211498613,0.0227226208669,5.69451315083e-16
15,B5,0.0139563916512,5.07830009343,0.591396330487,0.191660627778,0.249503945314,27.0157404272,0.515796513403,0.0335375925921,0.191334793149,1.22225079827,50,2077,ok,False,True,0.125255503705,0.70131806431,4.14847412723,0.313024118034,0.187829300274,0.00249273097287,0.0220479981427,4.83074740292e-16
15,B6,0.0139563916512,5.07830009343,0.591396330487,0.191660627778,0.249503945314,27.0157404272,0.515796513403,0.0335375925921,0.191334793149,1.22225079827,50,2077,ok,False,True,0.123592960693,0.703869556925,4.14848116579,0.300814439914,0.187829300274,0.00255076147858,0.0220472639214,3.79259097938e-16
16,B2,0.0377423615582,5.8133892222,0.806727927972,0.284761977917,0.22401649286,35.682037828,0.945548856411,0.0455789492078,0.00877678806798,0.554088695252,50,2077,ok,False,True,0.223755712054,0.757447380986,6.24785887618,0.388651415441,0,0.00244721359242,0.0222193724368,4.46751111743e-16
16,B5,0.0377423615582,5.8133892222,0.806727927972,0.284761977917,0.22401649286,35.682037828,0.945548856411,0.0455789492078,0.00877678806798,0.554088695252,50,2077,ok,False,True,0.152314742799,0.610480955433,6.11570669673,0.317225712906,0.266824284488,0.00313967047685,0.0215828900345,4.17283181124e-16
16,B6,0.0377423615582,5.8133892222,0.806727927972,0.284761977917,0.22401649286,35.682037828,0.945548856411,0.0455789492078,0.00877678806798,0.554088695252,50,2077,ok,False,True,0.148052532197,0.614074440025,6.11577629748,0.301798922197,0.266824284488,0.00336458228058,0.0215942741863,4.34545972239e-16
17,B2,0.0201454148617,7.4083061064,0.51291020387,0.336889646725,0.165837484934,19.2392766226,0.35108535991,0.057669784375,0.175913725721,0.127032958996,50,2077,ok,False,True,0.291361214538,0.788372064368,3.55942121411,0.485486560506,0,0.00208335965856,0.0217832332298,5.75165249986e-16
17,B5,0.0201454148617,7.4083061064,0.51291020387,0.336889646725,0.165837484934,19.2392766226,0.35108535991,0.057669784375,0.175913725721,0.127032958996,50,2077,ok,False,True,0.293069983953,0.605525710315,3.54591821282,0.487463326899,0.318492202664,0.0019861184301,0.0216371693702,4.64925747215e-16
17,B6,0.0201454148617,7.4083061064,0.51291020387,0.336889646725,0.165837484934,19.2392766226,0.35108535991,0.057669784375,0.175913725721,0.127032958996,50,2077,ok,False,True,0.292170644275,0.609976375881,3.54596061458,0.480803430336,0.318492202664,0.00208413727421,0.02165777607,4.43055089701e-16
18,B2,0.0450137999969,6.93646813587,0.405128110129,0.23355346707,0.283999362637,17.8419258255,0.573394941923,0.0409614696363,0.183932133753,1.57128625796,50,2077,ok,False,True,0.174550259045,0.815043027512,4.77332352199,0.372362658676,0,0.00231387385878,0.0229562359592,4.19906503099e-16
18,B5,0.0450137999969,6.93646813587,0.405128110129,0.23355346707,0.283999362637,17.8419258255,0.573394941923,0.0409614696363,0.183932133753,1.57128625796,50,2077,ok,False,True,0.180132441888,0.47102147384,4.18821510206,0.377640868844,0.622870783139,0.00197222243692,0.0220399772529,5.04562014635e-16
18,B6,0.0450137999969,6.93646813587,0.405128110129,0.23355346707,0.283999362637,17.8419258255,0.573394941923,0.0409614696363,0.183932133753,1.57128625796,50,2077,ok,False,True,0.179470619439,0.471698377854,4.18822006435,0.371705136816,0.622870783139,0.00199161101222,0.02204067785,3.9394005811e-16
19,B2,0.0098049789966,2.78383800444,0.465948518535,0.378070332511,0.080821597719,36.3579127732,0.609651727683,0.0150686863832,0.043219542358,1.34202570719,50,2077,ok,False,True,0.322543006308,0.78737185983,2.51909595292,0.522046766953,0,0.00243544574727,0.0211939994491,5.87961889408e-16
19,B5,0.0098049789966,2.78383800444,0.465948518535,0.378070332511,0.080821597719,36.3579127732,0.609651727683,0.0150686863832,0.043219542358,1.34202570719,50,2077,ok,False,True,0.314217852634,0.752309081659,2.51909595292,0.513558648034,0.0523109881772,0.00269165280705,0.0208652854225,5.87961889408e-16
