year,calendar_year,automation,real_gdp,capacity,raw_capacity,nominal_gdp,price_level,inflation,labour_share,labour_demand_proxy,investment_share,capital_stock,usownership_share,shadow_participation_share,participant_income_gdp,pass_through_levy_gdp,total_recorded_tax_gdp,use_dividend_gdp,median_use_dividend,mvi_gdp,mvi_real_resident_equivalent,fiscal_issuance_gdp,net_seigniorage_gdp,burn_gdp,money_growth,money_gdp,velocity,demurrage_rate,effective_demurrage,tax_rate,tax_gdp,public_expenditure_gdp,government_consumption_gdp,gini_income,gini_wealth,top10_wealth,top1_wealth,median_income,p10_income,mean_log_consumption,median_consumption,coverage_shortfall,secondary_sales_gdp,legacy_capital_share,ordinary_discounted_dividends,resource_pressure_proxy,output_gap,accounting_residual,goods_residual,equity_residual,controller_at_bound,policy,status,experiment
42,2069,0.776534690267,4.93840855913,4.93840855913,5.28335679308,10.3904040127,2.10399846192,0.0202348377575,0.207263348672,0.550135347123,0.230988812212,12.1771305969,0.211523893328,0.211523893328,0.119770132824,0,0.288307212611,0.119770132824,0.564144647186,0.125455593457,0.619550976518,0.0527850086672,0.0305375829916,0.0222474256756,0.055013337488,0.585631754441,1.70755768009,0.0400786511909,0.0400786511909,0.374906395628,0.288307212611,0.341092221278,0.215636627821,0.434941070419,0.634677601447,0.578686147681,0.195886515136,1.81250895535,1.22206562629,0.694706761135,1.67243144592,0.00327575257588,0,0.788476106672,18.7239500037,1.06985008021,2.22044604925e-16,1.70961286705e-16,8.54806433525e-17,4.4408920985e-16,0,B6: SSM hybrid,ok,flat_demurrage
43,2070,0.781303987764,5.10797987514,5.10797987514,5.43806365755,10.9644522286,2.14653395209,0.0202165025022,0.204974085873,0.547372381875,0.23103173589,12.6266082185,0.222483987379,0.222483987379,0.126465868107,0,0.285275273049,0.126465868107,0.616320153666,0.122457463946,0.625510261395,0.0528226941241,0.0305847647674,0.0222379293567,0.0551105864358,0.585555537996,1.70777993736,0.0400704513272,0.0400704513272,0.370984455878,0.285275273049,0.338097967173,0.215640503227,0.43423221085,0.628516859423,0.573422002759,0.193782365397,1.87639970963,1.26434933902,0.729310340132,1.73232588259,0.0033013219829,0,0.777516012621,19.3509314284,1.06462119869,0,-2.73392788258e-16,-1.6201054119e-16,5.55111512313e-16,0,B6: SSM hybrid,ok,flat_demurrage
44,2071,0.785495190856,5.28378582132,5.28378582132,5.59384201165,11.5708686563,2.18988222603,0.020194543814,0.202962308389,0.544944320196,0.231069456718,13.0899332445,0.23337334077,0.23337334077,0.133105916282,0,0.28211879456,0.133105916282,0.670912370074,0.119319767363,0.630460094998,0.0528461174815,0.0306153896416,0.0222307278399,0.0551760647263,0.585482609577,1.70799266049,0.0400649507507,0.0400649507507,0.366897630773,0.28211879456,0.334964912041,0.215645144678,0.433493407524,0.622377585345,0.5681570982,0.191676323893,1.94413312824,1.30821460132,0.764096932941,1.79509979959,0.00333576320768,0,0.76662665923,19.973887036,1.05868068858,0,-1.43924763681e-17,0,8.881784197e-16,0,B6: SSM hybrid,ok,flat_demurrage
45,2072,0.789173359243,5.46602045778,5.46602045778,5.75092972278,12.2108458968,2.2339553961,0.0201258175166,0.201196787563,0.542813471483,0.231102560233,13.567748572,0.244180438674,0.244180438674,0.139681898115,0,0.278464952031,0.139681898115,0.728075730455,0.115685790464,0.63234089735,0.0528805112132,0.0306562459228,0.0222242652904,0.0552566762397,0.585453385546,1.70807791822,0.0400583631442,0.0400583631442,0.362161372413,0.278464952031,0.331345463244,0.21565967278,0.433061267267,0.616300702304,0.562923057819,0.189580921924,2.01768174063,1.35377873694,0.798761482209,1.85980303818,0.00341498461826,0,0.755819561326,20.5925568685,1.05212370996,0,-4.54605288612e-18,-1.45473692356e-16,8.881784197e-16,0,B6: SSM hybrid,ok,flat_demurrage
46,2073,0.792397436693,5.65488587053,5.65488587053,5.90956197621,12.8863202148,2.27879403931,0.0200714138232,0.199649230387,0.540945688239,0.23113157693,14.0607063463,0.254895545989,0.254895545989,0.146187087285,0,0.274547049905,0.146187087285,0.788014127692,0.111851995264,0.632510267607,0.0529761199632,0.0307645751315,0.0222115448317,0.0554551352158,0.585529702145,1.70785529126,0.040037745255,0.040037745255,0.357079367116,0.274547049905,0.327523169868,0.215671174605,0.432694261264,0.610283931861,0.557719810989,0.187496340194,2.09156294476,1.4010260923,0.833393858804,1.92672518402,0.00350589683599,0,0.745104454011,21.2067215479,1.04503647138,0,-1.89541359633e-16,-1.37848261551e-16,6.66133814775e-16,0,B6: SSM hybrid,ok,flat_demurrage
47,2074,0.795220524113,5.85059255876,5.85059255876,6.06996935824,13.5994901531,2.32446372167,0.0200411628116,0.198294148426,0.53931020787,0.231156984717,14.5694693002,0.265510498821,0.265510498821,0.152616181463,0,0.270630395296,0.152616181463,0.850885939001,0.107966854694,0.631670076663,0.0530140300882,0.0308091843037,0.0222048457845,0.0555296553107,0.585633163155,1.70755357264,0.040021424147,0.040021424147,0.351996948554,0.270630395296,0.323644425385,0.215677570691,0.432256269673,0.604322858674,0.552545814628,0.185422335499,2.16866976952,1.44998873684,0.868107816286,1.9977714006,0.00360009440006,0,0.734489501179,21.816197579,1.0374965095,0,3.26548425603e-16,3.26548425603e-17,1.11022302463e-15,0,B6: SSM hybrid,ok,flat_demurrage
48,2075,0.797690227249,6.05335978349,6.05335978349,6.2323765622,14.3525582372,2.37100696978,0.0200232198405,0.19710869092,0.537879451256,0.231179212045,15.0947120871,0.276018513654,0.276018513654,0.158965093712,0,0.266689875967,0.158965093712,0.917286408052,0.10403194643,0.629742800719,0.053023435084,0.0308203656237,0.0222030694603,0.055541654861,0.585725791125,1.70728353635,0.0400123488435,0.0400123488435,0.34688171827,0.266689875967,0.319713311051,0.215681364621,0.431764197685,0.598418683558,0.547403681226,0.183360176631,2.24925320711,1.50073046733,0.902928504316,2.07230688424,0.00369639142312,0,0.723981486346,22.420833062,1.02957312718,0,-1.66310386169e-16,3.09414671942e-17,4.4408920985e-16,0,B6: SSM hybrid,ok,flat_demurrage
49,2076,0.799849048082,6.26341588794,6.26341588794,6.39700159902,15.1502392738,2.41884612882,0.0201767264513,0.196072456921,0.536628796009,0.231198641433,15.6371226059,0.28641401447,0.28641401447,0.165230765529,0,0.264040289587,0.165230765529,0.986797514066,0.101413796305,0.635196783034,0.0530224176334,0.0308230915722,0.0221993260612,0.05554845997,0.585709610278,1.70733070186,0.0400069659522,0.0400069659522,0.343444098588,0.264040289587,0.31706270722,0.215648910915,0.430074001502,0.592474530238,0.542221843941,0.181282518568,2.33717860712,1.55303778025,0.938807657789,2.15507536441,0.0036529579663,0,0.71358598553,23.0205038117,1.02132793247,0,2.63811205647e-16,1.46561780915e-16,8.881784197e-16,0,B6: SSM hybrid,ok,flat_demurrage
50,2077,0.80173479641,6.48099859857,6.48099859857,6.564055407,15.9944652191,2.46790135437,0.0202804241902,0.195167297723,0.535536338032,0.231215613168,16.1974033145,0.296692477446,0.296692477446,0.171411001583,0,0.261884232396,0.171411001583,1.05952157528,0.0990454985665,0.641913737404,0.0527882592831,0.03056706671,0.0222211925731,0.0550962000413,0.585361529614,1.70834595273,0.0400530179354,0.0400530179354,0.340647178691,0.261884232396,0.314672491679,0.215626993113,0.428090774702,0.586536265482,0.537036589442,0.179203738298,2.43106237203,1.60723136675,0.975293968729,2.23921182733,0.0035961773191,0,0.703307522554,23.6151098727,1.01281543379,2.22044604925e-16,-7.28835981629e-17,-1.1106072101e-16,7.77156117238e-16,0,B6: SSM hybrid,ok,flat_demurrage
1,2028,0.00695643999543,0.998923031171,1.01634339757,1.01634339757,0.978944570548,0.98,-0.02,0.576660908802,0.978898811036,0.220173911,3.03993679056,0,0,0,0,0.438846437784,0,0,0.150514727676,0.150352628006,-0.0599270034534,-0.0919357466272,0.0320087431738,-0.15,0.520969230888,1.91949915794,0.1,0.0522246422335,0.562749110313,0.438846437784,0.37891943433,0.228404706654,0.292822191983,0.749590570085,0.677675039031,0.235661329676,0.393361600878,0.255263348393,-0.750166006252,0.408567448842,0.00352576644305,0,1,0.197035318089,1,-0.0171402367004,9.92339276169e-17,8.50576522431e-17,1.33226762955e-15,0,B6: SSM hybrid,ok,higher_levy
2,2029,0.0148127274627,1.03791134015,1.03927421041,1.03927421041,0.996810051081,0.9604,-0.02,0.572889890818,0.990118527557,0.220370318187,3.08626543541,0,0,0,0,0.198044151935,0,0,0.0727569079959,0.0755152198833,0.099497327125,0.0755334996613,0.0239638274638,0.147632454227,0.587165579862,1.70309710633,0.1,0.0468380079966,0.254023360776,0.198044151935,0.29754147906,0.224784571064,0.376910251465,0.742706487524,0.666219032923,0.230457891501,0.504059784994,0.261085187065,-0.724175249641,0.444220403867,0.00445854457007,0,1,0.399295261095,1,-0.00131136734241,-2.78443978224e-17,-5.56887956447e-17,1.33226762955e-15,0,B6: SSM hybrid,ok,higher_levy
3,2030,0.0236626568198,1.06448272615,1.06448272615,1.06448272615,1.0256429112,0.963512968322,0.00324132478326,0.568641924726,0.986291671152,0.22059156642,3.13590542127,0,0,0,0,0.224643081162,0,0,0.0797140532799,0.0848542327476,0.0743601845589,0.0461829338196,0.0281772507393,0.0809290987154,0.616842122574,1.62116036406,0.1,0.0493766705147,0.288222543513,0.224643081162,0.299003265721,0.219289212441,0.372747147071,0.739834251461,0.661315218616,0.228029171757,0.501765747862,0.265845641409,-0.70489558902,0.466440604712,0.00424858148118,0,1,0.604613980157,1,0,1.75900637085e-16,1.35308182373e-16,1.33226762955e-15,0,B6: SSM hybrid,ok,higher_levy
4,2031,0.0336032988689,1.09173721641,1.09173721641,1.09173721641,1.06632161007,0.976720033033,0.0137071997426,0.563870416543,0.980532825422,0.220840082472,3.1888504329,0,0,0,0,0.250110465721,0,0,0.0871497094663,0.0951445812233,0.0540644360847,0.0240171688722,0.0300472672125,0.0404799359643,0.617327615149,1.61988541491,0.1,0.0506434150976,0.321000169663,0.250110465721,0.304174901806,0.217025192339,0.368189400507,0.739463813504,0.660021823753,0.227313644329,0.50186796441,0.271630138322,-0.682006441311,0.4759108333,0.00414554945147,0,1,0.813443585433,1,0,1.17131725636e-16,2.60292723635e-17,1.33226762955e-15,0,B6: SSM hybrid,ok,higher_levy
5,2032,0.0447331081546,1.12124224282,1.12124224282,1.12124224282,1.11424795045,0.993762014931,0.0174481748314,0.558528108086,0.974085067384,0.221118327704,3.24544661661,0,0,0,0,0.256866036998,0,0,0.089613039179,0.100477925035,0.0489742316774,0.0189322352524,0.030041996425,0.0320464421725,0.609707184637,1.64013156675,0.1,0.0508518454554,0.32978826712,0.256866036998,0.305840268675,0.216227229496,0.368444895331,0.739926491042,0.660076919329,0.227253530312,0.512549752583,0.278557404301,-0.657809709588,0.485467475832,0.00413397289607,0,1,1.02656810018,1,0,-2.36642094107e-16,0,1.33226762955e-15,0,B6: SSM hybrid,ok,higher_levy
6,2033,0.0571494119133,1.15327225537,1.15327225537,1.15327225537,1.16800916826,1.01277834685,0.019135700127,0.552568282282,0.9668920131,0.221428735298,3.30608743657,0,0,0,0,0.258259151132,0,0,0.0918244391994,0.105898578093,0.0494344799452,0.0199345396084,0.0294999403367,0.0342727777907,0.601578074024,1.66229462672,0.1,0.0507182468148,0.33170907127,0.258259151132,0.307693631077,0.215869191878,0.369661395036,0.740491240325,0.660500320706,0.227394434293,0.525310906235,0.286291620408,-0.631938544714,0.497264289025,0.0040318239265,0,1,1.24485248355,1,0,2.49513061956e-16,4.75262975154e-17,1.33226762955e-15,0,B6: SSM hybrid,ok,higher_levy
7,2034,0.0709452248035,1.18813003561,1.18813003561,1.18813003561,1.22734807076,1.0330082011,0.0199746117368,0.545946292094,0.95889977701,0.22177363062,3.37121810203,0,0,0,0,0.258789634401,0,0,0.0940526981676,0.111746835623,0.0509547069389,0.0220327007511,0.0289220061878,0.0384855085252,0.594526129977,1.68201185714,0.1,0.0505193679286,0.332537735271,0.258789634401,0.30974434134,0.215691643173,0.371262181304,0.740993561919,0.660995740718,0.227589895162,0.539259216382,0.294800409248,-0.604557505883,0.510305659374,0.00392562360347,0,1,1.46924861413,1,0,-1.69606994199e-17,1.35685595359e-16,1.33226762955e-15,0,B6: SSM hybrid,ok,higher_levy
8,2035,0.0862053699267,1.22614667844,1.22614667844,1.22614667844,1.29250524589,1.05411959973,0.0204368160965,0.538621422435,0.950059219112,0.222155134248,3.44133979586,0,0,0,0,0.259442263405,0,0,0.0965242382969,0.118352874176,0.0526759210626,0.0242611545825,0.0284147664802,0.042973931588,0.588816308973,1.69832252395,0.1,0.0503312497621,0.333539854575,0.259442263405,0.312118184468,0.215593946171,0.373028952904,0.741389959853,0.661457551699,0.227784517364,0.555384066099,0.304117913685,-0.575631916757,0.525766507877,0.00381695574881,0,1,1.70080052298,1,0,-2.14742460071e-17,1.28845476043e-16,1.33226762955e-15,0,B6: SSM hybrid,ok,higher_levy
9,2036,0.103001941447,1.2676804985,1.2676804985,1.2676804985,1.36349959016,1.07558615263,0.0203644376864,0.530559068105,0.940328573577,0.222575048536,3.51701345659,0,0,0,0,0.257936559244,0,0,0.0965251034876,0.122362991307,0.0541977833292,0.0261489276266,0.0280488557026,0.0468486143073,0.584306901202,1.71142938402,0.100131044829,0.0502525396582,0.331783227125,0.257936559244,0.312134342574,0.215609239086,0.376896479799,0.741833701941,0.661954245807,0.227995167916,0.571941260535,0.314428271114,-0.546646678934,0.54118277336,0.0039268943453,0,1,1.94064839076,1,0,1.0178065258e-17,0,1.33226762955e-15,0,B6: SSM hybrid,ok,higher_levy
10,2037,0.121389218408,1.3131145552,1.3131145552,1.3131145552,1.44065540694,1.09712850355,0.0200284755114,0.521733175164,0.92967639529,0.22303473046,3.59886280008,0,0,0,0,0.253623183398,0,0,0.0940676813213,0.123521641517,0.056124751251,0.0283761236843,0.0277486275668,0.0513117887354,0.581389853737,1.72001625686,0.100109331306,0.0501771042179,0.326427954172,0.253623183398,0.309747934649,0.215680253328,0.382990076718,0.742358308457,0.662483824025,0.228215327384,0.590734420361,0.325804688628,-0.518108694596,0.553895471008,0.00424766158203,0,1,2.19003070594,1,0,1.83026396929e-16,3.85318730376e-17,1.33226762955e-15,0,B6: SSM hybrid,ok,higher_levy
11,2038,0.14139823101,1.36285248198,1.36285248198,1.36285248198,1.5258470549,1.11959810404,0.0204803725461,0.512128849115,0.91808470773,0.223534955775,3.68757620136,0,0,0,0,0.254041045376,0,0,0.0963077810251,0.131253298404,0.0578514797743,0.0303076943906,0.0275437853837,0.0552123638476,0.57923717827,1.72640852058,0.100008542653,0.0501772744816,0.327176409634,0.254041045376,0.31189252515,0.215584744125,0.386055152561,0.742679815228,0.662890595233,0.228393102329,0.612431583701,0.338025004045,-0.486091736321,0.57243213949,0.00420859445211,0,1,2.45028386633,1,-1.11022302463e-16,-9.09513687051e-18,7.27610949641e-17,1.33226762955e-15,0,B6: SSM hybrid,ok,higher_levy
12,2039,0.163031283134,1.41731232924,1.41731232924,1.41731232924,1.61994120134,1.14296698612,0.0208725631122,0.501744984096,0.905552176207,0.224075782078,3.7839069979,0,0,0,0,0.256578397601,0,0,0.0997074121601,0.141316544571,0.0586309370809,0.0311898642509,0.02744107283,0.0571669869573,0.576782100451,1.73375699284,0.100144111764,0.0502959371656,0.330674557739,0.256578397601,0.315209334681,0.215501922521,0.388526567751,0.742938376225,0.663291787004,0.228575529848,0.631840718401,0.351378443814,-0.451348671349,0.591248211622,0.00411596823484,0,1,2.72283841044,1,0,-8.13850429046e-17,3.42673864861e-17,1.33226762955e-15,0,B6: SSM hybrid,ok,higher_levy
13,2040,0.186256836159,1.47691819838,1.47691819838,1.47691819838,1.72368780236,1.16708413793,0.0211004798049,0.490596718644,0.892097071779,0.224656420904,3.88867173444,0,0,0,0,0.259035791757,0,0,0.103275366508,0.15252926824,0.0596933957521,0.0323846515223,0.0273087442298,0.0597429702824,0.574450962743,1.7407926261,0.100261768934,0.0503789733184,0.334091619174,0.259035791757,0.318729187509,0.215453821001,0.391253946658,0.743167423194,0.663694007866,0.228762306065,0.653646052809,0.366011108852,-0.414607932877,0.608650085592,0.0040177547631,0,1,3.00921101209,1,0,-6.84353606292e-17,-1.61024377951e-16,1.33226762955e-15,0,B6: SSM hybrid,ok,higher_levy
14,2041,0.211005241898,1.54208956905,1.54208956905,1.54208956905,1.83799448089,1.19188568406,0.0212508638615,0.478717483889,0.877759743265,0.225275131047,4.00274586013,0,0,0,0,0.261755463683,0,0,0.10708664678,0.165137200984,0.0607532774959,0.0335735284163,0.0271797490796,0.0623203119944,0.572298822657,1.7473389083,0.100330143941,0.0504519638676,0.337868931505,0.261755463683,0.322508741179,0.215422094399,0.394134322334,0.743389705973,0.66411115823,0.228958027119,0.677972985456,0.382013084086,-0.376081723063,0.62892198918,0.00391226766244,0,1,3.31099139137,1,0,3.09570733773e-16,1.51010114036e-16,1.33226762955e-15,0,B6: SSM hybrid,ok,higher_levy
15,2042,0.237165855518,1.61322840886,1.61322840886,1.61322840886,1.96368787072,1.21724106762,0.0212733351025,0.466160389351,0.862604289796,0.225861600763,4.12694745935,0.000112539844206,0.000112539844206,3.59487228025e-05,0,0.264785878414,3.59487228025e-05,5.28864182732e-05,0.111115626355,0.179254885103,0.0617471023726,0.0346799613173,0.0270671410553,0.0647416862164,0.570346598133,1.75331982916,0.100375259158,0.0505298243255,0.342039457899,0.264785878414,0.326532980787,0.215417354432,0.39714667397,0.743550532369,0.664495091297,0.229144362643,0.701955491065,0.399493752975,-0.335815074303,0.652955821956,0.00379919403745,0,0.999887460156,3.62985613531,1,0,-2.40285023145e-16,-2.82688262524e-17,1.33226762955e-15,0,B6: SSM hybrid,ok,higher_levy
16,2043,0.264586041452,1.69068611001,1.69068611001,1.69068611001,2.10140067314,1.24292774436,0.021102374392,0.452998700103,0.846719136716,0.226303937798,4.26193953606,0.00062977930431,0.00062977930431,0.000208472257576,0,0.267857566422,0.000208472257576,0.000323226433837,0.115158426468,0.194696752081,0.0627542812871,0.0357838903932,0.026970390894,0.0671405831273,0.568753500224,1.75823093767,0.100382000531,0.0506039939172,0.34620515666,0.267857566422,0.330611847709,0.215453421241,0.400388680358,0.743479395175,0.664698335505,0.229264410132,0.731732184394,0.418562963748,-0.293862677339,0.68479920806,0.00368670793825,0,0.999370220696,3.96751671999,1,-1.11022302463e-16,-1.25477245591e-16,5.28325244594e-17,1.33226762955e-15,0,B6: SSM hybrid,ok,higher_levy
17,2044,0.293072490725,1.77473144261,1.77473144261,1.77473144261,2.25207449076,1.26896635552,0.0209494166365,0.439325204452,0.830216272421,0.226637652417,4.40844413172,0.00177544787755,0.00177544787755,0.000608818728181,0,0.270888355383,0.000608818728181,0.00102062991959,0.11917725465,0.211507621071,0.0637745995523,0.0368798494418,0.0268947501105,0.0694926609064,0.567581206401,1.76186242378,0.100330712318,0.0506777489031,0.350273524732,0.270888355383,0.334662954935,0.215485700286,0.403776761299,0.743044490013,0.664609481757,0.229272736062,0.762404252163,0.439251899377,-0.250367836871,0.711336567145,0.00357163664747,0,0.998224552122,4.32553261911,1,-1.11022302463e-16,-3.6973344882e-17,-7.39466897641e-17,7.77156117238e-16,0,B6: SSM hybrid,ok,higher_levy
18,2045,0.322395092313,1.86557152059,1.86557152059,1.86557152059,2.41671705756,1.29542986205,0.0208543799549,0.42525035569,0.813229005593,0.226901555831,4.56723856435,0.00369728560518,0.00369728560518,0.00131365297354,0,0.274129511823,0.00131365297354,0.00231746377794,0.123192245538,0.229823944832,0.0645684946924,0.037710722703,0.0268577719894,0.0712984198213,0.566624586397,1.76483693791,0.100284824991,0.0507791038069,0.354585517395,0.274129511823,0.338698006516,0.215505760978,0.407136258898,0.742175112503,0.66417103714,0.229143740262,0.790685307697,0.461600044279,-0.205479271701,0.737204097491,0.00345308775202,0,0.996302714395,4.70527428914,1,0,6.89089577834e-17,-9.18786103778e-17,1.66533453694e-15,0,B6: SSM hybrid,ok,higher_levy
19,2046,0.352293356219,1.96333899635,1.96333899635,1.96333899635,2.59607234794,1.32227412217,0.020722279847,0.410899189015,0.795908244161,0.227170640206,4.73921722723,0.0064052442091,0.0064052442091,0.00236049730803,0,0.276426645952,0.00236049730803,0.00440565751199,0.126073114459,0.247524262009,0.0651801198667,0.0383302752445,0.0268498446222,0.0726670461254,0.56580837279,1.76738282445,0.100256313986,0.050902292905,0.357681346405,0.276426645952,0.341606765819,0.21553365136,0.411280659844,0.740948609098,0.663436234889,0.228896848807,0.819846114737,0.485705482062,-0.160172097209,0.764706583361,0.00342831506309,0,0.993594755791,5.10787179406,1,-1.11022302463e-16,-2.1382744312e-17,-4.27654886239e-17,7.77156117238e-16,0,B6: SSM hybrid,ok,higher_levy
20,2047,0.382485101996,2.06809303151,2.06809303151,2.06809303151,2.79158281443,1.34983425401,0.0208429790598,0.396407151042,0.778417461838,0.227442365918,4.92523616563,0.00989980556786,0.00989980556786,0.00378385703793,0,0.279930645158,0.00378385703793,0.00740534006373,0.130094319831,0.269047156282,0.0656718424445,0.0388122765292,0.0268595659153,0.0737621338574,0.564993861844,1.76993073294,0.100216683954,0.0510461914003,0.362342733809,0.279930645158,0.345602487603,0.215508167772,0.414263524985,0.739241734971,0.662320186914,0.228500418617,0.85189481761,0.511415513634,-0.113323886263,0.796205298698,0.00328819770412,0,0.990100194432,5.5342513047,1,0,-8.45120522715e-17,3.97703775395e-17,7.77156117238e-16,0,B6: SSM hybrid,ok,higher_levy
21,2048,0.412676847773,2.17978897957,2.17978897957,2.17978897957,3.0039243695,1.3780803544,0.0209256064627,0.381915113069,0.760926679515,0.22771409163,5.12609066312,0.0141717850809,0.0141717850809,0.00561335472029,0,0.283736150169,0.00561335472029,0.0116043360833,0.134024271563,0.292144630149,0.0657788472689,0.03888339539,0.0268954518789,0.0740557747894,0.563938943058,1.77324161119,0.100252893718,0.0512240123894,0.367397808368,0.283736150169,0.349514997437,0.215490725874,0.416950362175,0.737107421351,0.660860811393,0.22796874914,0.886102933239,0.538833941333,-0.0655005879355,0.826993722347,0.00314385103156,0,0.985828214919,5.98508852238,1,0,-5.31286877294e-16,-1.84795435581e-16,1.11022302463e-15,0,B6: SSM hybrid,ok,higher_levy
22,2049,0.442575111679,2.29827433116,2.29827433116,2.29827433116,3.23354894246,1.40694646354,0.0209466081134,0.367563946394,0.743605918083,0.227983176005,5.34249310468,0.0192025355956,0.0192025355956,0.00787204217854,0,0.287181562845,0.00787204217854,0.0172137757077,0.13757828293,0.316192636183,0.0658830131508,0.0389627649035,0.0269202482473,0.0743717715511,0.562854613798,1.77665772916,0.100277681939,0.0513851252012,0.371988736409,0.287181562845,0.353064575995,0.215486293065,0.41956858467,0.734568121622,0.659066333952,0.227303839923,0.926080932343,0.567945419552,-0.0171923451037,0.860793184436,0.00301462399565,0,0.980797464404,6.46076825348,1,0,1.71672525201e-17,-6.86690100802e-17,8.881784197e-16,0,B6: SSM hybrid,ok,higher_levy
23,2050,0.471897713267,2.42329032772,2.42329032772,2.42329032772,3.48082900342,1.43640609778,0.0209387030734,0.353489097632,0.726618651255,0.228247079419,5.57505245829,0.024964539197,0.024964539197,0.0105750585118,0,0.290349337978,0.0105750585118,0.0244861166058,0.140752976983,0.341085327721,0.065891600562,0.038947493547,0.026944107015,0.0744880377712,0.561816597263,1.77994029523,0.100283982434,0.0515312662835,0.376220588527,0.290349337978,0.35624093854,0.215487961557,0.42203215153,0.731641000164,0.656945918945,0.226508399986,0.962096943609,0.598680697531,0.031312212667,0.899845152784,0.00289378636865,0,0.975035460803,6.96135347435,1,0,-1.51502971326e-16,-6.37907247689e-17,1.11022302463e-15,0,B6: SSM hybrid,ok,higher_levy
24,2051,0.50038416254,2.55447944381,2.55447944381,2.55447944381,3.74582545007,1.46637525667,0.0208639875157,0.339815601981,0.71011578696,0.228503457463,5.82425669572,0.0314223415606,0.0314223415606,0.0137287659747,0,0.292890187216,0.0137287659747,0.0336045751755,0.143147761525,0.365668014243,0.0657613071177,0.0387835189294,0.0269777881882,0.0742877993323,0.560854697212,1.78299300152,0.100281610922,0.0516745403893,0.379639014652,0.292890187216,0.358651494334,0.215503732809,0.424637447087,0.728376259211,0.654534226523,0.225595106362,1.00819395847,0.630990568068,0.0794991867247,0.939206708224,0.00281447036159,0,0.968577658439,7.48656664526,1,0,1.77833650728e-16,-8.89168253639e-17,1.11022302463e-15,0,B6: SSM hybrid,ok,higher_levy
25,2052,0.527804348473,2.69139832506,2.69139832506,2.69139832506,4.02859578159,1.49684115654,0.0207763324773,0.326653912733,0.69423063388,0.228750239136,6.09045930444,0.0385337570129,0.0385337570129,0.0173304389666,0,0.29486285566,0.0173304389666,0.0447133612896,0.14490292866,0.389991499491,0.0655623113202,0.0385438106326,0.0270185006876,0.0739112326196,0.560031672037,1.78561329641,0.100259196255,0.0518104114923,0.382318245816,0.29486285566,0.36042516698,0.21552223832,0.427241881022,0.724792749347,0.651843315818,0.224568093682,1.05678774083,0.664746988209,0.127166035486,0.978593824988,0.0027620133141,0,0.961466242987,8.03578506537,1,0,-2.82475249922e-16,-8.26756829041e-17,6.66133814775e-16,0,B6: SSM hybrid,ok,higher_levy
26,2053,0.553964962093,2.83353519256,2.83353519256,2.83353519256,4.3289973456,1.52777257081,0.0206644600432,0.314096818195,0.679075180411,0.228985684659,6.37387074225,0.0462512552903,0.0462512552903,0.0213685151697,0,0.296193075383,0.0213685151697,0.0580836798549,0.145883794869,0.413366866784,0.0652365806504,0.0381631855463,0.0270733951042,0.0732260581123,0.559332650762,1.78784485161,0.100232899743,0.051947393144,0.384160280152,0.296193075383,0.361429656033,0.215545861164,0.429928784867,0.720927318513,0.648899602839,0.223437281776,1.10275009499,0.699841795037,0.174022859395,1.01970338521,0.0027485338654,0,0.95374874471,8.60805083826,1,0,-1.02584772962e-16,-5.12923864808e-17,7.77156117238e-16,0,B6: SSM hybrid,ok,higher_levy
27,2054,0.578713367833,2.98033028205,2.98033028205,2.98033028205,4.6470782625,1.5592494196,0.0206030985177,0.30221758344,0.664737851897,0.22920842031,6.67455529367,0.0545234347371,0.0545234347371,0.0258233544191,0,0.297278089062,0.0258233544191,0.0738786558576,0.146540582561,0.436739335756,0.0648213138859,0.0376813416121,0.0271399722739,0.0723184072085,0.558729067448,1.78977622297,0.100199338013,0.0520873058803,0.385678952515,0.297278089062,0.362099402948,0.215558820387,0.432289327081,0.71677207219,0.645697925447,0.222200807017,1.14906958104,0.736084386952,0.22019983036,1.06676976162,0.00273437075872,0,0.945476565263,9.20209472086,1,0,-1.13481182564e-16,-9.55631011068e-17,1.11022302463e-15,0,B6: SSM hybrid,ok,higher_levy
28,2055,0.601938920858,3.12414213259,3.12414213259,3.13119764848,4.97164545361,1.59136340237,0.0205957958797,0.291069317988,0.651282747469,0.229417450288,6.99081469844,0.063296490923,0.063296490923,0.0306684008675,0,0.299675709109,0.0306684008675,0.0920336676665,0.147196520236,0.459862850641,0.0630811738958,0.0357801280017,0.0273010458941,0.0685110758544,0.558033319263,1.79200769108,0.100180929555,0.0522754984573,0.388895010951,0.299675709109,0.362756883005,0.215560362769,0.433747029339,0.712395582448,0.642305626689,0.220887483159,1.19275115515,0.771564291744,0.263734997634,1.11427321482,0.00271336409777,0,0.936703509077,9.81498780395,1.00225838505,0,-2.51224853896e-16,-8.93243924962e-17,5.55111512313e-16,0,B6: SSM hybrid,ok,higher_levy
