year,automation,real_gdp,capacity,raw_capacity,nominal_gdp,price_level,inflation,labour_share,labour_demand_proxy,investment_share,capital_stock,usownership_share,shadow_participation_share,participant_income_gdp,pass_through_levy_gdp,total_recorded_tax_gdp,use_dividend_gdp,median_use_dividend,mvi_gdp,mvi_real_resident_equivalent,fiscal_issuance_gdp,net_seigniorage_gdp,burn_gdp,money_growth,money_gdp,velocity,demurrage_rate,effective_demurrage,tax_rate,tax_gdp,public_expenditure_gdp,government_consumption_gdp,gini_income,gini_wealth,top10_wealth,top1_wealth,median_income,p10_income,mean_log_consumption,median_consumption,coverage_shortfall,secondary_sales_gdp,legacy_capital_share,ordinary_discounted_dividends,resource_pressure_proxy,output_gap,accounting_residual,goods_residual,equity_residual,controller_at_bound,policy,status,scenario,code,calendar_year,gdp_2025_eur_trillion,gdp_nominal_eur_trillion,mvi_real_eur_resident_year,mvi_nominal_eur_resident_year
1,0.00191263144382,0.975502840801,1.01067634336,1.01067634336,0.955992783985,0.98,-0.02,0.579081936907,0.964128584633,0.220047815786,3.03465726941,0,0,0,0,0.231883960134,0,0,0.0186868766226,0.0182291012311,0.0193870941771,0.0193870941771,0,0.0308898702262,0.647006894296,1.54557858474,0,0,0.297305353875,0.231883960134,0.251271054311,0.232584177688,0.37927668562,0.743948234083,0.671881201396,0.233401639953,0.382641226942,0.246722080779,-0.814686514264,0.37851662848,0.00130493371084,0,1,0.190242229981,1,-0.0348019450428,-2.32265984268e-16,-1.16132992134e-16,1.33226762955e-15,0,B0: targeted tax-transfer comparator,ok,slow,B0,2028,18.3654359252,17.9981272067,759.275741716,744.090226881
2,0.00397057522745,1.02371953733,1.02622277427,1.02622277427,0.983180243653,0.9604,-0.02,0.578094123891,0.995266091665,0.220099264381,3.07789775035,0,0,0,0,0.152551150005,0,0,0.012943326797,0.0132503365202,0.085430903477,0.085430903477,0,0.135795262782,0.714546394893,1.39948925241,0,0,0.195603290313,0.152551150005,0.237982053482,0.225038726685,0.394946030537,0.737135015242,0.660592060675,0.228144251111,0.45905232481,0.257448147018,-0.766999798861,0.408984954361,1.30207246859e-05,0,1,0.384976296518,1,-0.00243927245099,-5.64608082695e-17,5.64608082695e-17,1.33226762955e-15,0,B0: targeted tax-transfer comparator,ok,slow,B0,2029,19.2731940717,18.5099755865,551.90099401,530.045714647
3,0.00618367993805,1.0431751699,1.0431751699,1.0431751699,1.0036862514,0.96214545779,0.00181742793649,0.57703183363,0.996417650024,0.220154591998,3.12288368924,0,0,0,0,0.174018876936,0,0,0.0138446780147,0.0144424243402,0.0594266922844,0.0594266922844,0,0.0849016161896,0.75937440767,1.31687345518,0,0,0.22314535054,0.174018876936,0.23344556922,0.219600891205,0.392841782862,0.73402849378,0.654870497993,0.225279011035,0.451104442164,0.260673873531,-0.753515837797,0.426104119046,2.51617045956e-05,0,1,0.578592895086,1,0,0,1.38268186781e-16,1.33226762955e-15,0,B0: targeted tax-transfer comparator,ok,slow,B0,2030,19.6394781648,18.8960347096,601.553653912,578.782115729
4,0.00856226692381,1.06062246987,1.06062246987,1.06062246987,1.03202174982,0.973034024019,0.0113169647484,0.575890111877,0.995039679121,0.220214056673,3.16907464457,0,0,0,0,0.204553519468,0,0,0.0157066921161,0.0166588705857,0.0286913013146,0.0286913013146,0,0.0388494759491,0.767216097691,1.30341373572,0,0,0.262320090813,0.204553519468,0.233244820783,0.217538128666,0.3883250094,0.733859495747,0.653220802511,0.224300549121,0.434840235656,0.264290463441,-0.742283407691,0.425466668516,0.000177752080993,0,1,0.770733994674,1,0,2.68943708022e-16,1.34471854011e-16,1.33226762955e-15,0,B0: targeted tax-transfer comparator,ok,slow,B0,2031,19.967952113,19.429496796,693.872734579,675.161779084
5,0.0111171200807,1.07850265288,1.07850265288,1.07850265288,1.06538254641,0.98783488716,0.0152110437822,0.574663782361,0.993559593114,0.220277928002,3.21650049562,0,0,0,0,0.213942096208,0,0,0.0163395768978,0.0176222770313,0.0191011910631,0.0191011910631,0,0.0257015591301,0.762293110526,1.31183134964,0,0,0.274382506141,0.213942096208,0.233043287272,0.216703710374,0.387175858545,0.734540331665,0.653072193189,0.224059595055,0.434209261703,0.268398980867,-0.729625861537,0.427615239026,0.000248542019575,0,1,0.961505024814,1,0,2.6052215431e-17,-7.81566462931e-17,1.33226762955e-15,0,B0: targeted tax-transfer comparator,ok,slow,B0,2032,20.3045757924,20.0575683367,734.00039278,725.071195177
6,0.0138594687037,1.09683149778,1.09683149778,1.09683149778,1.10215074389,1.00484964748,0.0172242958223,0.573347455022,0.991970886613,0.220346486718,3.26519343294,0,0,0,0,0.214918389848,0,0,0.0164424878284,0.018034638552,0.0177989165273,0.0177989165273,0,0.0241549972305,0.754661618577,1.32509720302,0,0,0.275658848689,0.214918389848,0.232717306375,0.216274818546,0.387591202069,0.735341552286,0.653406666974,0.224089067877,0.440014695628,0.27278991272,-0.715658714266,0.431681754383,0.000283210274411,0,1,1.15101346053,1,0,3.27380337948e-16,5.03662058382e-17,1.33226762955e-15,0,B0: targeted tax-transfer comparator,ok,slow,B0,2033,20.6496462652,20.7497897701,751.176011893,754.818950746
7,0.016800962325,1.11562577689,1.11562577689,1.11562577689,1.14165261221,1.02332935995,0.0183905249083,0.571935538084,0.99026681077,0.220420024058,3.31518808754,0,0,0,0,0.213790498676,0,0,0.0164188723893,0.018317317265,0.0186555210784,0.0186555210784,0,0.0256063747999,0.747205392905,1.33832010515,0,0,0.274238058024,0.213790498676,0.232446019755,0.216027147366,0.388429656396,0.736074714903,0.653884803172,0.224222170996,0.447560706324,0.277370652555,-0.700784216227,0.437713517102,0.000301951681642,0,1,1.33936894463,1,0,0,0,1.33226762955e-15,0,B0: targeted tax-transfer comparator,ok,slow,B0,2034,21.0034792981,21.4934770269,762.950102493,780.749240059
8,0.0199536363932,1.13490330208,1.13490330208,1.13490330208,1.18355131115,1.04286533397,0.0190906024841,0.570422254531,0.98844039317,0.22049884091,3.36652166495,0,0,0,0,0.212238201209,0,0,0.0163788913129,0.0185884578355,0.0200194348043,0.0200194348043,0,0.0277756947443,0.740773136506,1.3499409613,0,0,0.272274388221,0.212238201209,0.232257636013,0.2158787447,0.389377244775,0.736697946363,0.654380665388,0.224388928736,0.455573146122,0.282111208888,-0.685316970241,0.444023392104,0.000312682903186,0,1,1.52668339314,1,0,-2.34510961663e-16,-4.69021923327e-17,1.33226762955e-15,0,B0: targeted tax-transfer comparator,ok,slow,B0,2035,21.3664102286,22.2822885388,774.243608144,807.431818983
9,0.023329867599,1.15468296845,1.15468296845,1.15468296845,1.2276775499,1.06321612377,0.0195143026919,0.568801663552,0.986484463707,0.22058324669,3.41923408313,0,0,0,0,0.210753739389,0,0,0.0163541355704,0.0188838418069,0.0213894237788,0.0213894237788,0,0.0299509832071,0.735537057295,1.35955080724,0,0,0.270399293439,0.210753739389,0.232143163168,0.215789027598,0.390345884827,0.737213769388,0.654857124132,0.224558656691,0.463665973933,0.28699775862,-0.669461120248,0.450593006294,0.000319139551785,0,1,1.7130710811,1,0,-2.26081967679e-16,0,1.33226762955e-15,0,B0: targeted tax-transfer comparator,ok,slow,B0,2036,21.7387947878,23.1130371296,786.54689623,836.26934217
10,0.0269423176208,1.1749847947,1.1749847947,1.1749847947,1.27396147704,1.08423656441,0.0197706187626,0.567067687542,0.984391687176,0.220673557941,3.47336811331,0,0,0,0,0.209487309715,0,0,0.0163535400237,0.0192151608674,0.0226010200274,0.0226010200274,0,0.0318856638849,0.731415492543,1.36721194751,0,0,0.268805597256,0.209487309715,0.232088329742,0.215734789719,0.391313163534,0.737638876949,0.655274457321,0.224719305492,0.471712102839,0.292025712022,-0.653342533409,0.458588044595,0.000323319605227,0,1,1.89864870552,1,0,2.17868248889e-16,8.71472995557e-17,1.33226762955e-15,0,B0: targeted tax-transfer comparator,ok,slow,B0,2037,22.1210098604,23.9844077324,800.346947162,867.765424328
11,0.030803864069,1.19582995896,1.19582995896,1.19582995896,1.32239702398,1.10584035303,0.0199253459343,0.565214145247,0.982154603277,0.220770096602,3.52896952207,0,0,0,0,0.208467008135,0,0,0.0163782317447,0.0195855801951,0.0236132854094,0.0236132854094,0,0.0335118056538,0.728239161236,1.37317526059,0,0,0.26752952784,0.208467008135,0.232080293545,0.2157020618,0.392279379301,0.73799374978,0.655640076728,0.224867923158,0.480411888933,0.297194851712,-0.637037328248,0.467081486923,0.000326341933306,0,1,2.08353542206,1,0,1.25933022136e-16,-8.39553480907e-17,1.33226762955e-15,0,B0: targeted tax-transfer comparator,ok,slow,B0,2038,22.5134541594,24.8962860956,815.775596453,902.117573576
12,0.0349275174422,1.21724082862,1.21724082862,1.21724082862,1.37302078389,1.12797792483,0.0200187773414,0.563234791628,0.979765674725,0.220873187936,3.58608721305,0,0,0,0,0.207674039347,0,0,0.0164265049263,0.0199950124679,0.0244347695591,0.0244347695591,0,0.0348376993004,0.725823496419,1.37774542287,0,0,0.2665471604,0.207674039347,0.232108808906,0.21568230398,0.393252574946,0.738297717136,0.655965915525,0.22500577424,0.489930397767,0.302507556075,-0.620591090956,0.475832677947,0.000328838544617,0,1,2.26785285163,1,0,-1.61719769671e-16,-4.04299424179e-17,1.33226762955e-15,0,B0: targeted tax-transfer comparator,ok,slow,B0,2039,22.9165487875,25.8493611457,832.829206975,939.412960625
13,0.0393263230004,1.23924098275,1.23924098275,1.23924098275,1.42589932396,1.15062311835,0.0200759190572,0.56112336496,0.977217344096,0.220983158075,3.64477336625,0,0,0,0,0.207075110657,0,0,0.0164972168879,0.0204440272688,0.0250923283096,0.0250923283096,0,0.0359022519135,0.723999136997,1.38121711601,0,0,0.265815961238,0.207075110657,0.232167438966,0.215670222079,0.394241893021,0.738567109887,0.65626435278,0.225135798489,0.499566326795,0.307967805838,-0.604029088346,0.48371416665,0.00033119679091,0,1,2.4517250529,1,0,-3.89306245528e-17,-3.89306245528e-17,1.33226762955e-15,0,B0: targeted tax-transfer comparator,ok,slow,B0,2040,23.3307376593,26.844886119,851.53150292,979.791833264
14,0.0440132465984,1.26185522528,1.26185522528,1.26185522528,1.48112126846,1.17376481769,0.0201123191196,0.558873641633,0.974502099969,0.221100331165,3.70508357247,0,0,0,0,0.206635945481,0,0,0.0165901774872,0.0209344021505,0.0256167584524,0.0256167584524,0,0.0367525840881,0.722622400043,1.38384860467,0,0,0.265292121371,0.206635945481,0.232252703933,0.215662526446,0.395254057736,0.738814988675,0.656546525204,0.225261352244,0.508600950697,0.313578807451,-0.58736335079,0.491182075393,0.000333666943872,0,1,2.63527845642,1,0,-7.49582798026e-17,-1.12437419704e-16,1.33226762955e-15,0,B0: targeted tax-transfer comparator,ok,slow,B0,2041,23.7564877492,27.884529512,871.956522633,1023.47188883
